Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10fmr,se.fmr,log10density,se.dens
Mus_bufo,Rodentia,Muridae,Mus,bufo,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,10.4,Reported,Acta Oecologica 41-49 (2012),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5546018801073418,0.05872419786769367,2.8874468597153333,0.2396693807433994
Mus_callewaerti,Rodentia,Muridae,Mus,callewaerti,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.9,Assumed isometric based on head-body length,Acta Oecologica 40: 41-49 (2012),Mus_triton,Acta Oecologica 40: 41-49 (2012),Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7794418799754912,0.0565209611848702,2.7171412231085093,0.246074308837791
Mus_caroli,Rodentia,Muridae,Mus,caroli,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,11.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5804769583096954,0.05811894155169635,2.9922308794905272,0.26514575885539654
Mus_cervicolor,Rodentia,Muridae,Mus,cervicolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,17.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7145511782062377,0.058060839516958125,2.892204886375526,0.26508928040395036
Mus_cookii,Rodentia,Muridae,Mus,cookii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7583960980354822,0.05842135937586832,2.8628747937135968,0.2652297431764381
Mus_crociduroides,Rodentia,Muridae,Mus,crociduroides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8441033733526215,0.06293774273099284,2.777748484421085,0.28682057602083
Mus_cypriacus,Rodentia,Muridae,Mus,cypriacus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,50.6,Assumed isometric based on centroid size,Zoologischer Anzeiger 247: 67-80 (2008),Mus_macedonicus,Zoologischer Anzeiger 247: 67-80 (2008),Occurs only on isolated islands,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.034672469388655,0.05192841104153692,2.707143079418401,0.24141756568003392
Mus_famulus,Rodentia,Muridae,Mus,famulus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7930364286785447,0.0569835139114359,2.850936752829027,0.25926677450897706
Mus_fernandoni,Rodentia,Muridae,Mus,fernandoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.6,Imputed,PHYLACINE 1.2,NA,NA,Occurs on large land bridge islands,EN,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7629270949404616,0.06368475136592285,2.8390579338325606,0.28332920232153613
Mus_fragilicauda,Rodentia,Muridae,Mus,fragilicauda,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12,Reported,Francis CM. A Guide to the Mammals of Southeast Asia (2008),NA,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.6008731379016998,0.05739574896369237,2.9899817133362534,0.25885461802742576
Mus_goundae,Rodentia,Muridae,Mus,goundae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6.3,Assumed isometric based on head-body length,Mammalia 33: 118-123.(1969),Mus_musculoides,Mammalia 72: 237-252 (2008),Occurs on mainland,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4064012079747108,0.05887445483058508,2.988557413374459,0.24598521827197953
Mus_haussa,Rodentia,Muridae,Mus,haussa,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4.2,Reported,Acta Oecologica 41-49 (2012),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.287514580284507,0.056332262343236336,3.0773547371072216,0.2460814917062714
Mus_indutus,Rodentia,Muridae,Mus,indutus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4044100524147998,0.05661028061433819,2.9750938592211265,0.24023353166050082
Mus_macedonicus,Rodentia,Muridae,Mus,macedonicus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,15,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6722898198916634,0.05194279348331725,2.9693890208814095,0.24089163096892122
Mus_mahomet,Rodentia,Muridae,Mus,mahomet,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,10,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5471800722303144,0.05585278536489289,2.8867881132773308,0.2456307600824984
Mus_mattheyi,Rodentia,Muridae,Mus,mattheyi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,4.5,Reported,Mammalia 72: 237-252 (2008),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.308132090272132,0.05637498061597517,3.064517563210614,0.24621950683132252
Mus_mayori,Rodentia,Muridae,Mus,mayori,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,29.4,Assumed isometric based on head-body length,The Journal of the Bombay Natural History Society 23: 413-416 (1914),Mus_triton,Acta Oecologica 40: 41-49 (2012),Occurs on large land bridge islands,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8575145831440347,0.06045387295239864,2.780661696083482,0.27801555637800257
Mus_minutoides,Rodentia,Muridae,Mus,minutoides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6.8,Reported,Mammalia 72: 237-252 (2008),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4367278355214048,0.05219016300579124,2.9009232800294678,0.23073239730005943
Mus_musculoides,Rodentia,Muridae,Mus,musculoides,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5.6,Reported,Mammalia 72: 237-252 (2008),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3758447935441431,0.05551387711689284,2.9750079640437836,0.22895153644169497
Mus_musculus,Rodentia,Muridae,Mus,musculus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,16.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6948390671007496,0.047406681804864265,2.9848781602143313,0.2378185162651531
Mus_neavei,Rodentia,Muridae,Mus,neavei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,5.4,Assumed isometric based on head-body length,Mammalia 45: 313-320 (1981),Mus_musculoides,Mammalia 72: 237-252 (2008),Occurs on mainland,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3614709259776758,0.05752426099702479,3.0248265904755747,0.24731631913975646
Mus_orangiae,Rodentia,Muridae,Mus,orangiae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6,Assumed isometric based on head-body length,Mammalia 34: 451-458 (1970),Mus_musculoides,Mammalia 72: 237-252 (2008),Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3955598938386495,0.05540678315587984,3.000619876348555,0.24497541502120826
Mus_oubanguii,Rodentia,Muridae,Mus,oubanguii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,7.7,Assumed isometric based on head-body length,Mammalia 45: 313-320 (1972),Mus_minutoides,Mammalia 72: 237-252 (2008),Occurs on mainland,DD,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4667575433692595,0.05724432375892606,2.9449861387366028,0.2483627009589178
Mus_pahari,Rodentia,Muridae,Mus,pahari,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,25.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8111584739361004,0.06284166557549718,2.8010172995494043,0.28569501689844984
Mus_phillipsi,Rodentia,Muridae,Mus,phillipsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5957121677281694,0.06307876995047028,2.9625102799575456,0.2813788182466244
Mus_platythrix,Rodentia,Muridae,Mus,platythrix,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,25.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.809143519854688,0.06392616049570359,2.809124728704993,0.280375266861245
Mus_saxicola,Rodentia,Muridae,Mus,saxicola,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.760293186149694,0.06376609103996286,2.842959673414151,0.2807742548994228
Mus_setulosus,Rodentia,Muridae,Mus,setulosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,11.1,Reported,Mammalia 72: 237-252 (2008),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5725620929896682,0.059253325999877524,2.896114547040471,0.2504379040150728
Mus_setzeri,Rodentia,Muridae,Mus,setzeri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,6.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.4279537398175823,0.05507256526820451,2.975250154333975,0.24541962379106358
Mus_shortridgei,Rodentia,Muridae,Mus,shortridgei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9030787573656962,0.06362426374149625,2.7382508906776923,0.28267488161318954
Mus_sorella,Rodentia,Muridae,Mus,sorella,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,13.7,Assumed isometric based on head-body length,Acta Oecologica 40: 41-49 (2012),Mus_triton,Acta Oecologica 40: 41-49 (2012),Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6393662005312604,0.056436961637408696,2.845245416626402,0.25545179596209894
Mus_spicilegus,Rodentia,Muridae,Mus,spicilegus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,14,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.651767794636898,0.05186060414271609,2.985084580050279,0.23552011419997013
Mus_spretus,Rodentia,Muridae,Mus,spretus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.633104527156335,0.05100111919942612,2.9929525668174186,0.2493435421523212
Mus_tenellus,Rodentia,Muridae,Mus,tenellus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,11,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5777134136377629,0.054391145253315676,2.8223667956237577,0.233619579206233
Mus_terricolor,Rodentia,Muridae,Mus,terricolor,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5149336473824249,0.05766247258878246,3.053667337909013,0.25932741765079675
Mus_triton,Rodentia,Muridae,Mus,triton,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12.1,Reported,Acta Oecologica 41-49 (2012),NA,NA,Occurs on mainland,LC,No,30,0,70,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.602071439524527,0.055670220324662525,2.8523647948007578,0.2280947143732837
Mus_vulcani,Rodentia,Muridae,Mus,vulcani,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.746995157476734,0.061532990947540146,2.8605153367797467,0.2799160561025644
Muscardinus_avellanarius,Rodentia,Gliridae,Muscardinus,avellanarius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8735617526730137,0.09024276480434014,2.671950190238713,0.5338272828858353
Mustela_africana,Carnivora,Mustelidae,Mustela,africana,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,537,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,5,85,10,Imputed 000 Species,PHYLACINE 1.2,2.774241884672784,0.08079858686123444,0.2760104817395062,0.3532136131819147
Mustela_altaica,Carnivora,Mustelidae,Mustela,altaica,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,171,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.486434341241254,0.0658944448457728,0.46350327374752376,0.26619796524251477
Mustela_erminea,Carnivora,Mustelidae,Mustela,erminea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,119.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,90,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.380462031350618,0.06297916579873959,0.5801688223727919,0.2584633210979316
Mustela_eversmanii,Carnivora,Mustelidae,Mustela,eversmanii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,1350,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.095866957201545,0.06286591696239985,-0.05795637147390517,0.2371211201365369
Mustela_felipei,Carnivora,Mustelidae,Mustela,felipei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,211.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,2,94,4,Imputed 000 Species,PHYLACINE 1.2,2.4823258333914504,0.0659312540882406,0.3718072108207114,0.3160132463394023
Mustela_frenata,Carnivora,Mustelidae,Mustela,frenata,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,147,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.3715893149621747,0.05865404559584088,0.3990540986124277,0.2910794878661689
Mustela_itatsi,Carnivora,Mustelidae,Mustela,itatsi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,565,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",NA,NA,Occurs only on isolated islands,NT,No,30,40,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.8362325209935255,0.06577327007108026,0.13522495987102903,0.24743982390241198
Mustela_kathiah,Carnivora,Mustelidae,Mustela,kathiah,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,208.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.510640582136833,0.0765418704435164,0.44998216380283784,0.326278543026837
Mustela_lutreola,Carnivora,Mustelidae,Mustela,lutreola,1,0,1,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,440,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,0,80,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.76250220342787,0.06500900332127728,0.10708694519133696,0.23936587524722408
Mustela_lutreolina,Carnivora,Mustelidae,Mustela,lutreolina,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,706.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.9034739514909584,0.06519910333949128,0.012129347182407732,0.2403320694146871
Mustela_nigripes,Carnivora,Mustelidae,Mustela,nigripes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,850,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,EN,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.958582459772528,0.06336463249295288,0.050855467836271484,0.23039013521440468
Mustela_nivalis,Carnivora,Mustelidae,Mustela,nivalis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,137.5,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 1 (2009)",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.434112057000311,0.06268033460428574,0.5622887856533504,0.2505745296632732
Mustela_nudipes,Carnivora,Mustelidae,Mustela,nudipes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.7640929981746405,0.07632783855411909,0.2655114711760417,0.3293919072826382
Mustela_putorius,Carnivora,Mustelidae,Mustela,putorius,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,915.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,0,90,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.9801876414835817,0.06213096172876787,0.023924834736588952,0.2318156682557921
Mustela_russelliana,Carnivora,Mustelidae,Mustela,russelliana,1,0,0,0,Imputed,PHYLACINE 1.2,143.4,Imputed,PHYLACINE 1.2,NA,NA,Occurs on mainland,DD,No,1,88,11,Imputed 000 Species,PHYLACINE 1.2,2.4425914479016653,0.06368985253057563,0.5237906339138388,0.2601483947431085
