Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10fmr,se.fmr,log10density,se.dens
Abditomys_latidens,Rodentia,Muridae,Abditomys,latidens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,269,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.366815355133572,0.0720202396538519,2.6706835833774396,0.3071727776506477
Abeomelomys_sevia,Rodentia,Muridae,Abeomelomys,sevia,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,78,3,19,Imputed 000 Species,PHYLACINE 1.2,1.9010852785773797,0.07727003893514943,2.778979109805323,0.3463402024935998
Abrawayaomys_ruschii,Rodentia,Cricetidae,Abrawayaomys,ruschii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,63,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,88,1,11,Imputed 000 Species,PHYLACINE 1.2,2.055476182083263,0.07620449913618375,2.554947562023707,0.33537961403367084
Abrocoma_bennettii,Rodentia,Abrocomidae,Abrocoma,bennettii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.327553018647576,0.11394919140963447,2.413773138987275,0.3545088085387811
Abrocoma_boliviensis,Rodentia,Abrocomidae,Abrocoma,boliviensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,158,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.190369042919637,0.11350727159911934,2.609802657829285,0.45070243033058893
Abrocoma_budini,Rodentia,Abrocomidae,Abrocoma,budini,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,360.7,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.437671002348101,0.11236121114799642,2.434851805680782,0.45569125271953237
Abrocoma_cinerea,Rodentia,Abrocomidae,Abrocoma,cinerea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.326982685168768,0.11265845185530994,2.513445069089538,0.4630729735765844
Abrocoma_famatina,Rodentia,Abrocomidae,Abrocoma,famatina,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,233.4,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.3058040943657723,0.11342349618624648,2.5359834868354025,0.4605779038957952
Abrocoma_shistacea,Rodentia,Abrocomidae,Abrocoma,shistacea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,276.3,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2.356190179243332,0.11349877357372387,2.4936179104587004,0.46502324584276505
Abrocoma_uspallata,Rodentia,Abrocomidae,Abrocoma,uspallata,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,245.8,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.3221273378478644,0.11348082898749227,2.5134128474837385,0.44812068426508084
Abrocoma_vaccarum,Rodentia,Abrocomidae,Abrocoma,vaccarum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,254.3,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.3327628907628846,0.1129859764720793,2.5131555725860935,0.45657385915704735
Abrothrix_andinus,Rodentia,Cricetidae,Abrothrix,andinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.70106712815836,0.05159265760358968,2.9668343612420123,0.2693609281775662
Abrothrix_illutea,Rodentia,Cricetidae,Abrothrix,illutea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,47.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,44,1,55,Imputed 000 Species,PHYLACINE 1.2,1.98670918667008,0.05418018025536981,2.7449291918141507,0.26973584791859184
Abrothrix_jelskii,Rodentia,Cricetidae,Abrothrix,jelskii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8909550032550573,0.055203271799638035,2.792800010811517,0.2763334664256806
Abrothrix_lanosus,Rodentia,Cricetidae,Abrothrix,lanosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,32.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,55,0,45,Imputed 000 Species,PHYLACINE 1.2,1.8739947346887764,0.05334885291165456,2.806521934488537,0.27632450822786125
Abrothrix_longipilis,Rodentia,Cricetidae,Abrothrix,longipilis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,11,0,89,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9102191193269271,0.05367093427409269,2.8431460673709275,0.2559862494057388
Abrothrix_olivaceus,Rodentia,Cricetidae,Abrothrix,olivaceus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,11,0,89,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.8206048223125446,0.051729574409589224,2.913197087928859,0.2552088207471927
Abrothrix_sanborni,Rodentia,Cricetidae,Abrothrix,sanborni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,44,0,56,Imputed 000 Species,PHYLACINE 1.2,1.788960920201624,0.054557790237202274,2.881057784139992,0.2703474763545281
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,jubatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,46700,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.03482313161011,0.049578033238585624,-1.2619277647577745,0.24381074089861293
Acomys_airensis,Rodentia,Muridae,Acomys,airensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,48.3,Assumed isometric based on head-body length,Isreal Journal of Zoology 40: 215-246 (1994),Acomys_cahirinus,Isreal Journal of Zoology 40: 215-246 (1994),Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.859462399147771,0.05795384853731719,3.0127501256990565,0.28525914913409395
Acomys_cahirinus,Rodentia,Muridae,Acomys,cahirinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8812876945229904,0.05331065657753382,3.0066305756433325,0.2738705415979484
Acomys_cilicicus,Rodentia,Muridae,Acomys,cilicicus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,42.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8227274686815629,0.05888259590958033,3.028662003346901,0.2918458627033503
Acomys_cineraceus,Rodentia,Muridae,Acomys,cineraceus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.3,Assumed isometric based on head-body length,Proceedings of the Unites States National Museum 106: 447-583 (1959),Acomys_ignitus,Mammals of Tanzania. archive.fieldmuseum.org,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.6046598563242602,0.06145000340479134,3.182126047989728,0.29781868149093504
Acomys_dimidiatus,Rodentia,Muridae,Acomys,dimidiatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1.7835025133140918,0.057142974347482584,3.0675700743786325,0.2826641662071335
Acomys_ignitus,Rodentia,Muridae,Acomys,ignitus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6544287711854617,0.0627900188593126,3.1379202914888604,0.300955189662714
Acomys_johannis,Rodentia,Muridae,Acomys,johannis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18.5,Assumed isometric based on head-body length,Annals and Magazine of Natural History 8 9: 269-274 (1912),Acomys_ignitus,Mammals of Tanzania. archive.fieldmuseum.org,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.5768937456842018,0.06119806628527917,3.2003520471493427,0.2981828126263976
Acomys_kempi,Rodentia,Muridae,Acomys,kempi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6323691069814512,0.06275555631673682,3.123595455917084,0.3110034457337563
Acomys_louisae,Rodentia,Muridae,Acomys,louisae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6176654507768231,0.07760551309969911,3.052070951215843,0.35098557186779783
Acomys_minous,Rodentia,Muridae,Acomys,minous,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,62.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9376306799023262,0.058688534859131794,2.944565129631752,0.29309547114099055
Acomys_mullah,Rodentia,Muridae,Acomys,mullah,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.4,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7057908065102545,0.0613265988533407,3.084919168778558,0.30395675634174263
Acomys_nesiotes,Rodentia,Muridae,Acomys,nesiotes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs only on isolated islands,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8863482914483247,0.059184193621211,2.985822497026641,0.2946210573202539
Acomys_percivali,Rodentia,Muridae,Acomys,percivali,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6314921511370202,0.0625080948584914,3.121354531947294,0.30929874098102966
Acomys_russatus,Rodentia,Muridae,Acomys,russatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,49.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,40,40,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8482370941039008,0.054853505918293466,3.0410050742949917,0.2753320619972187
Acomys_seurati,Rodentia,Muridae,Acomys,seurati,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,71.2,Assumed isometric based on skull size,Isreal Journal of Zoology 40: 215-246 (1994),Acomys_cahirinus,Isreal Journal of Zoology 40: 215-246 (1994),Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9750879401884394,0.057863291697619626,2.930368581238803,0.2842281127678015
Acomys_spinosissimus,Rodentia,Muridae,Acomys,spinosissimus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7177301331941948,0.06240702190663031,2.9222461815799456,0.2809439496158031
Acomys_subspinosus,Rodentia,Muridae,Acomys,subspinosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6749516251870478,0.06294007905587988,3.1393799838592984,0.27636768756953967
Acomys_wilsoni,Rodentia,Muridae,Acomys,wilsoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.5802660439647935,0.0632971106446097,3.160408713086169,0.31152314076250615
Aconaemys_fuscus,Rodentia,Octodontidae,Aconaemys,fuscus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2271751735094316,0.06024870940836444,3.1041264162927935,0.3735685812358452
Aconaemys_porteri,Rodentia,Octodontidae,Aconaemys,porteri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,92,Reported,Global Ecology and Biogeography 17: 274-283 (2008),NA,NA,Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2.1128157955095777,0.06411719318505464,3.1863664990982246,0.37611381128946375
Aconaemys_sagei,Rodentia,Octodontidae,Aconaemys,sagei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,96.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1271508752274446,0.06325505727310426,3.174743969236157,0.37272976894296056
Acratocnus_odontrigonus,Pilosa,Megalonychidae,Acratocnus,odontrigonus,1,0,0,0,Imputed,PHYLACINE 1.2,22990,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EP,Yes,100,0,0,Estimated Expert Genus,"Pujos, F., et al. 2012. Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution 19:159-169.",3.3543327116479706,0.09815447766402746,1.501316088294049,0.4564275370039367
Acratocnus_ye,Pilosa,Megalonychidae,Acratocnus,ye,1,0,0,0,Imputed,PHYLACINE 1.2,21310,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EP,Yes,100,0,0,Estimated Expert Genus,"Pujos, F., et al. 2012. Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution 19:159-169.",3.331856439424557,0.09826630958587755,1.5188142884710234,0.45768673407605354
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3548318706017828,0.09039381810942058,2.976090758166346,0.3852318064583603
Addax_nasomaculatus,Cetartiodactyla,Bovidae,Addax,nasomaculatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.216891564793023,0.056946326923174924,0.48431654641210564,0.24567705935253484
Aegialomys_galapagoensis,Rodentia,Cricetidae,Aegialomys,galapagoensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,115.5,Assumed isometric based on head-body length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Aegialomys_xanthaeolus,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs only on isolated islands,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2381882209606445,0.07205471220170095,2.540650675377247,0.22498178458548904
Aegialomys_xanthaeolus,Rodentia,Cricetidae,Aegialomys,xanthaeolus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,79.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1284345928231025,0.07255278348930562,2.5930960936969774,0.22892396039069285
Aepeomys_lugens,Rodentia,Cricetidae,Aepeomys,lugens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,95,0,5,Imputed 000 Species,PHYLACINE 1.2,1.8975363974764812,0.07988829468829196,2.705147075360077,0.3512528161530306
Aepeomys_reigi,Rodentia,Cricetidae,Aepeomys,reigi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,40.6,Reported,Mammalian Biology 66: 228-237 (2001),NA,NA,Occurs on mainland,VU,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.9247821241340601,0.08067349996548759,2.6912897955333688,0.35007488485174276
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,melampus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.178724006827675,0.08526187965905618,0.663893417918688,0.2836659834363598
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.1638094745999603,0.04592794716745831,1.4336791197124985,0.28258212494827667
