Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Terrestrial,Marine,Freshwater,Aerial,Life.Habit.Method,Life.Habit.Source,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,Island.Endemicity,IUCN.Status.1.2,Added.IUCN.Status.1.2,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,log10fmr,se.fmr,log10density,se.dens
Abditomys_latidens,Rodentia,Muridae,Abditomys,latidens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,269,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.474866611111111,0.07229813943941149,2.6669229367293754,0.312841288319514
Abeomelomys_sevia,Rodentia,Muridae,Abeomelomys,sevia,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on large land bridge islands,LC,No,78,3,19,Imputed 000 Species,PHYLACINE 1.2.1,1.9412270777777776,0.08252295902078208,2.788764390978004,0.34683898491981163
Abrawayaomys_ruschii,Rodentia,Cricetidae,Abrawayaomys,ruschii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,63,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,88,1,11,Imputed 000 Species,PHYLACINE 1.2.1,2.0892379444444447,0.08526814846843486,2.556083573340488,0.33131963895000155
Abrocoma_bennettii,Rodentia,Abrocomidae,Abrocoma,bennettii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.402269988888889,0.1230503257689808,2.410530974792877,0.35662049587153494
Abrocoma_boliviensis,Rodentia,Abrocomidae,Abrocoma,boliviensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,158,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2678115666666665,0.1233174864541726,2.602787671848526,0.452017191909483
Abrocoma_budini,Rodentia,Abrocomidae,Abrocoma,budini,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,360.7,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.5139259666666667,0.12346099941095458,2.445353794867685,0.4676892424933291
Abrocoma_cinerea,Rodentia,Abrocomidae,Abrocoma,cinerea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.404512555555556,0.12260529690390448,2.528941928196735,0.466242819120992
Abrocoma_famatina,Rodentia,Abrocomidae,Abrocoma,famatina,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,233.4,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.383197477777778,0.12240097331267584,2.54614404974386,0.4584275622837478
Abrocoma_shistacea,Rodentia,Abrocomidae,Abrocoma,shistacea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,276.3,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,LC,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2.4345805777777776,0.12312623094195356,2.493019781317986,0.46490099302402615
Abrocoma_uspallata,Rodentia,Abrocomidae,Abrocoma,uspallata,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,245.8,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.3991351888888888,0.12262429617135896,2.50677191358527,0.45711929048902394
Abrocoma_vaccarum,Rodentia,Abrocomidae,Abrocoma,vaccarum,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,254.3,Assumed isometric based on head-body length,Journal of Mammalogy 83: 1-19 (2002),Abrocoma_cinerea,Journal of Mammalogy 83: 1-19 (2002),Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.4094500666666665,0.12405157357274428,2.518769682919805,0.464251886252951
Abrothrix_andinus,Rodentia,Cricetidae,Abrothrix,andinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.758656522222222,0.04295738290431517,2.9694881683733843,0.26289029682333986
Abrothrix_illutea,Rodentia,Cricetidae,Abrothrix,illutea,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,47.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,44,1,55,Imputed 000 Species,PHYLACINE 1.2.1,2.0409910555555557,0.05737555449669215,2.74580929792553,0.2636784222767715
Abrothrix_jelskii,Rodentia,Cricetidae,Abrothrix,jelskii,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,34.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,0,30,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9392994444444445,0.06206009853633149,2.7931758745551867,0.27938316627554427
Abrothrix_lanosus,Rodentia,Cricetidae,Abrothrix,lanosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,32.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,55,0,45,Imputed 000 Species,PHYLACINE 1.2.1,1.9211865555555556,0.06251310276986394,2.8046622560605026,0.27795542840513493
Abrothrix_longipilis,Rodentia,Cricetidae,Abrothrix,longipilis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,11,0,89,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.958065288888889,0.0579493418066971,2.842429925290636,0.2512215860027912
Abrothrix_olivaceus,Rodentia,Cricetidae,Abrothrix,olivaceus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,27,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,11,0,89,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.8753822,0.05014963878756647,2.9180704657039516,0.25299787690364417
Abrothrix_sanborni,Rodentia,Cricetidae,Abrothrix,sanborni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,NT,No,44,0,56,Imputed 000 Species,PHYLACINE 1.2.1,1.8361926888888889,0.06220855404124705,2.881862740321431,0.27531748227784475
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,jubatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,46700,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,VU,No,0,100,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.044348655555556,0.05792035734190607,-1.2600604625917908,0.2427527405679752
Acomys_airensis,Rodentia,Muridae,Acomys,airensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,48.3,Assumed isometric based on head-body length,Isreal Journal of Zoology 40: 215-246 (1994),Acomys_cahirinus,Isreal Journal of Zoology 40: 215-246 (1994),Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.8905246,0.05814777507667317,3.014981850728445,0.28504593704613657
Acomys_cahirinus,Rodentia,Muridae,Acomys,cahirinus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9120887444444443,0.05197153619518488,3.0041652221036874,0.27858732215320103
Acomys_cilicicus,Rodentia,Muridae,Acomys,cilicicus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,42.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8546193444444443,0.06144846490802207,3.028623606849864,0.2931180431797825
Acomys_cineraceus,Rodentia,Muridae,Acomys,cineraceus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.3,Assumed isometric based on head-body length,Proceedings of the Unites States National Museum 106: 447-583 (1959),Acomys_ignitus,Mammals of Tanzania. archive.fieldmuseum.org,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.635203,0.06443842420784736,3.1777584338415017,0.2962144967231741
Acomys_dimidiatus,Rodentia,Muridae,Acomys,dimidiatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,LC,No,80,0,20,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",1.8143932111111112,0.05775554737998194,3.066012154421032,0.28545101726645183
Acomys_ignitus,Rodentia,Muridae,Acomys,ignitus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,24,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.688053788888889,0.06713213052029647,3.1383023309209648,0.30795729508595354
Acomys_johannis,Rodentia,Muridae,Acomys,johannis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18.5,Assumed isometric based on head-body length,Annals and Magazine of Natural History 8 9: 269-274 (1912),Acomys_ignitus,Mammals of Tanzania. archive.fieldmuseum.org,Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.6076551888888888,0.06469978006077919,3.2011319372138565,0.29567080090094294
Acomys_kempi,Rodentia,Muridae,Acomys,kempi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6723231444444444,0.07364437177145149,3.1193639188263655,0.3186704261836538
Acomys_louisae,Rodentia,Muridae,Acomys,louisae,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,20.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.663411277777778,0.08703173264696369,3.0498548911858996,0.34756660346325224
Acomys_minous,Rodentia,Muridae,Acomys,minous,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,62.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs only on isolated islands,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9707565333333332,0.06172354642726042,2.944514020493308,0.29144690605445006
Acomys_mullah,Rodentia,Muridae,Acomys,mullah,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,28.4,Reported,Global Ecology and Biogeography 18: 19-29 (2009),NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7496346777777778,0.07348448221389012,3.0856701131082347,0.3016721495733214
Acomys_nesiotes,Rodentia,Muridae,Acomys,nesiotes,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52.5,Reported,"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)",NA,NA,Occurs only on isolated islands,DD,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.9182177777777776,0.06177607406223266,2.9863971199738577,0.29122944898347286
Acomys_percivali,Rodentia,Muridae,Acomys,percivali,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,22,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6722450777777778,0.07325039736157613,3.1176835206537143,0.3166998337372902
Acomys_russatus,Rodentia,Muridae,Acomys,russatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,49.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,40,40,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.8710401,0.05644710551936754,3.0438255818069244,0.27790123939055766
Acomys_seurati,Rodentia,Muridae,Acomys,seurati,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,71.2,Assumed isometric based on skull size,Isreal Journal of Zoology 40: 215-246 (1994),Acomys_cahirinus,Isreal Journal of Zoology 40: 215-246 (1994),Occurs on mainland,LC,No,0,0,100,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",2.0072697777777777,0.05751225641276943,2.927088986901524,0.28692526043043837
Acomys_spinosissimus,Rodentia,Muridae,Acomys,spinosissimus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,26.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.783746388888889,0.06914328650362989,2.9269035201851135,0.27293266966704727
Acomys_subspinosus,Rodentia,Muridae,Acomys,subspinosus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,21,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.7477017444444445,0.0709040777787207,3.141323437872727,0.2752490404613682
Acomys_wilsoni,Rodentia,Muridae,Acomys,wilsoni,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,18.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,70,30,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.6217286888888889,0.07381305175098152,3.160540446541005,0.31699839504586624
Aconaemys_fuscus,Rodentia,Octodontidae,Aconaemys,fuscus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,133.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2282050888888887,0.06376211875637376,3.100493517874705,0.374851684490228
Aconaemys_porteri,Rodentia,Octodontidae,Aconaemys,porteri,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,92,Reported,Global Ecology and Biogeography 17: 274-283 (2008),NA,NA,Occurs on mainland,DD,No,100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",2.103902277777778,0.06970178779990595,3.175876758189784,0.3760715324319703
Aconaemys_sagei,Rodentia,Octodontidae,Aconaemys,sagei,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,96.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,DD,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.1246161333333333,0.06764497652391485,3.16943887696405,0.3736605819401071
Acratocnus_odontrigonus,Pilosa,Megalonychidae,Acratocnus,odontrigonus,1,0,0,0,Imputed,PHYLACINE 1.2.1,22990,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EP,Yes,100,0,0,Estimated Expert Genus,"Pujos, F., et al. 2012. Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution 19:159-169.",3.347993522222222,0.10322358311530296,1.5034093423267756,0.4569291376885613
Acratocnus_ye,Pilosa,Megalonychidae,Acratocnus,ye,1,0,0,0,Imputed,PHYLACINE 1.2.1,21310,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,Occurs only on isolated islands,EP,Yes,100,0,0,Estimated Expert Genus,"Pujos, F., et al. 2012. Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution 19:159-169.",3.3251409,0.10277775532223728,1.5215010806029206,0.4550575459215907
Acrobates_pygmaeus,Diprotodontia,Acrobatidae,Acrobates,pygmaeus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,12,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,20,0,80,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1.3861699555555556,0.09334957785994467,2.969812065221465,0.39034514735627784
Addax_nasomaculatus,Cetartiodactyla,Bovidae,Addax,nasomaculatus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,CR,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.193421411111111,0.05626911538651185,0.4868927767802984,0.24502169377543795
Aegialomys_galapagoensis,Rodentia,Cricetidae,Aegialomys,galapagoensis,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,115.5,Assumed isometric based on head-body length,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Aegialomys_xanthaeolus,"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)",Occurs only on isolated islands,VU,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.2794664,0.0782078387982301,2.554382242146622,0.22464096279842757
Aegialomys_xanthaeolus,Rodentia,Cricetidae,Aegialomys,xanthaeolus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,79.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,80,0,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",2.168046911111111,0.07873218645178827,2.604338151190411,0.2272466317726101
Aepeomys_lugens,Rodentia,Cricetidae,Aepeomys,lugens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,37,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,95,-0,5,Imputed 000 Species,PHYLACINE 1.2.1,1.9275616666666664,0.09119236045098698,2.71767722348834,0.34518596885079794
Aepeomys_reigi,Rodentia,Cricetidae,Aepeomys,reigi,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,40.6,Reported,Mammalian Biology 66: 228-237 (2001),NA,NA,Occurs on mainland,VU,No,100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",1.956192411111111,0.09009024179698064,2.695184662585124,0.3443054403217069
Aepyceros_melampus,Cetartiodactyla,Bovidae,Aepyceros,melampus,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,52500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",4.162655088888889,0.09144665822108092,0.6679723954281385,0.286423190958184
Aepyprymnus_rufescens,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,1,0,0,0,Reported,IUCN. 2016. IUCN red list of threatened species. Version 2016-3.,3250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,Occurs on mainland,LC,No,100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",3.1825571333333333,0.03262991816245958,1.4282684595597142,0.28580351565945544
